Comuna,Pacto,Partido,Tendencia,Independientes,Candidato,n_votos,perc_votos_comuna
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,RIGOBERTO ORELLANA VEGA,0,0
CHANCO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,Concertación3,,MIGUEL ANGEL SOTO LARA,1,0.000172741
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,ILDEFONSO ANTONIO MUÑOZ SEPULVEDA,0,0
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,MARCELA SOLEDAD IBAÑEZ IBAÑEZ,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,RICARDO CANALES AVILA,5,0.000863707
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,CARLOS ALARCON YAÑEZ,4,0.000690966
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,MONICA MUÑOZ GUAJARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,MARGARITA ISABEL AQUEVEQUE GALLARDO,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,WALTON NAZARIO CHAMORRO DIAZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,EUDALDO HERNAN GONZALEZ MANRIQUEZ,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,JOSE ESPINOSA CAMPOS,18,0.003109345
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LUIS ALBERTO URIBE MADARIAGA,6,0.001036448
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,DAVID SANCHEZ ARELLANO,21,0.00362757
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,Concertación1,,ELIZABET MEZA MONTECINOS,13,0.002245638
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LEONOR CLARINA ESPINOSA CAMPOS,10,0.001727414
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,CRISTIAN ORELLANA FUENTEALBA,5,0.000863707
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ABEL ANTONIO CASTRO SEPULVEDA,4,0.000690966
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,SILVIA CORONADO MANOSALVA,2,0.000345483
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,FLERIDA ESPINOZA RETAMAL,1,0.000172741
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ELENA DEL CARMEN GONZALEZ MEDEL,5,0.000863707
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,JUAN DE DIOS HORMAZABAL OLIVOS,6,0.001036448
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,GLORIA ORELLANA VALENZUELA,1,0.000172741
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,JAVIER ANTONIO CANCINO IBAÑEZ,13,0.002245638
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ELIAS DIAZ CAMPOS,4,0.000690966
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ROSAURO ANTONIO ELGUETA VALENZUELA,23,0.003973052
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,DENNYS VALDEBENITO ESPINOSA,17,0.002936604
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,AMADORA MONTECINO CONSTENLA,8,0.001381931
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,ALEJANDRO SANCHEZ FUENZALIDA,16,0.002763862
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,JUAN PABLO CANCINO BARRIOS,11,0.001900155
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,MARGARITA VENEGAS LARA,11,0.001900155
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,ALVARO GREZ MARTINEZ,4,0.000690966
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,CRISTIAN MUÑOZ HIDALGO,4,0.000690966
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,VICTOR MANUEL VASQUEZ PEREZ,6,0.001036448
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,RIGOBERTO ORELLANA VEGA,4,0.000690966
CHANCO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,Concertación3,,MIGUEL ANGEL SOTO LARA,2,0.000345483
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,ILDEFONSO ANTONIO MUÑOZ SEPULVEDA,4,0.000690966
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,MARCELA SOLEDAD IBAÑEZ IBAÑEZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,RICARDO CANALES AVILA,3,0.000518224
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,CARLOS ALARCON YAÑEZ,8,0.001381931
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,MONICA MUÑOZ GUAJARDO,2,0.000345483
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,MARGARITA ISABEL AQUEVEQUE GALLARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,WALTON NAZARIO CHAMORRO DIAZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,EUDALDO HERNAN GONZALEZ MANRIQUEZ,3,0.000518224
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,JOSE ESPINOSA CAMPOS,18,0.003109345
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LUIS ALBERTO URIBE MADARIAGA,12,0.002072897
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,DAVID SANCHEZ ARELLANO,29,0.005009501
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,Concertación1,,ELIZABET MEZA MONTECINOS,7,0.00120919
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LEONOR CLARINA ESPINOSA CAMPOS,13,0.002245638
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,CRISTIAN ORELLANA FUENTEALBA,11,0.001900155
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ABEL ANTONIO CASTRO SEPULVEDA,3,0.000518224
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,SILVIA CORONADO MANOSALVA,1,0.000172741
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,FLERIDA ESPINOZA RETAMAL,1,0.000172741
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ELENA DEL CARMEN GONZALEZ MEDEL,6,0.001036448
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,JUAN DE DIOS HORMAZABAL OLIVOS,6,0.001036448
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,GLORIA ORELLANA VALENZUELA,2,0.000345483
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,JAVIER ANTONIO CANCINO IBAÑEZ,22,0.003800311
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ELIAS DIAZ CAMPOS,8,0.001381931
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ROSAURO ANTONIO ELGUETA VALENZUELA,27,0.004664018
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,DENNYS VALDEBENITO ESPINOSA,21,0.00362757
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,AMADORA MONTECINO CONSTENLA,13,0.002245638
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,ALEJANDRO SANCHEZ FUENZALIDA,16,0.002763862
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,JUAN PABLO CANCINO BARRIOS,13,0.002245638
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,MARGARITA VENEGAS LARA,8,0.001381931
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,ALVARO GREZ MARTINEZ,3,0.000518224
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,CRISTIAN MUÑOZ HIDALGO,0,0
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,VICTOR MANUEL VASQUEZ PEREZ,6,0.001036448
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,RIGOBERTO ORELLANA VEGA,8,0.001381931
CHANCO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,Concertación3,,MIGUEL ANGEL SOTO LARA,1,0.000172741
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,ILDEFONSO ANTONIO MUÑOZ SEPULVEDA,0,0
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,MARCELA SOLEDAD IBAÑEZ IBAÑEZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,RICARDO CANALES AVILA,6,0.001036448
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,CARLOS ALARCON YAÑEZ,7,0.00120919
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,MONICA MUÑOZ GUAJARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,MARGARITA ISABEL AQUEVEQUE GALLARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,WALTON NAZARIO CHAMORRO DIAZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,JOSE ESPINOSA CAMPOS,30,0.005182242
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LUIS ALBERTO URIBE MADARIAGA,11,0.001900155
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,DAVID SANCHEZ ARELLANO,30,0.005182242
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,Concertación1,,ELIZABET MEZA MONTECINOS,12,0.002072897
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LEONOR CLARINA ESPINOSA CAMPOS,6,0.001036448
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,CRISTIAN ORELLANA FUENTEALBA,7,0.00120919
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ABEL ANTONIO CASTRO SEPULVEDA,2,0.000345483
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,SILVIA CORONADO MANOSALVA,2,0.000345483
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,FLERIDA ESPINOZA RETAMAL,3,0.000518224
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ELENA DEL CARMEN GONZALEZ MEDEL,6,0.001036448
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,JUAN DE DIOS HORMAZABAL OLIVOS,25,0.004318535
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,GLORIA ORELLANA VALENZUELA,1,0.000172741
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,JAVIER ANTONIO CANCINO IBAÑEZ,14,0.00241838
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ELIAS DIAZ CAMPOS,8,0.001381931
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ROSAURO ANTONIO ELGUETA VALENZUELA,22,0.003800311
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,DENNYS VALDEBENITO ESPINOSA,21,0.00362757
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,AMADORA MONTECINO CONSTENLA,11,0.001900155
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,ALEJANDRO SANCHEZ FUENZALIDA,21,0.00362757
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,JUAN PABLO CANCINO BARRIOS,17,0.002936604
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,MARGARITA VENEGAS LARA,8,0.001381931
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,ALVARO GREZ MARTINEZ,6,0.001036448
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,CRISTIAN MUÑOZ HIDALGO,1,0.000172741
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,VICTOR MANUEL VASQUEZ PEREZ,1,0.000172741
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,RIGOBERTO ORELLANA VEGA,4,0.000690966
CHANCO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,Concertación3,,MIGUEL ANGEL SOTO LARA,0,0
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,ILDEFONSO ANTONIO MUÑOZ SEPULVEDA,3,0.000518224
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,MARCELA SOLEDAD IBAÑEZ IBAÑEZ,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,RICARDO CANALES AVILA,7,0.00120919
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,CARLOS ALARCON YAÑEZ,13,0.002245638
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,MONICA MUÑOZ GUAJARDO,5,0.000863707
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,MARGARITA ISABEL AQUEVEQUE GALLARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,WALTON NAZARIO CHAMORRO DIAZ,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,EUDALDO HERNAN GONZALEZ MANRIQUEZ,2,0.000345483
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,JOSE ESPINOSA CAMPOS,29,0.005009501
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LUIS ALBERTO URIBE MADARIAGA,6,0.001036448
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,DAVID SANCHEZ ARELLANO,36,0.006218691
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,Concertación1,,ELIZABET MEZA MONTECINOS,14,0.00241838
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LEONOR CLARINA ESPINOSA CAMPOS,9,0.001554673
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,CRISTIAN ORELLANA FUENTEALBA,19,0.003282087
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ABEL ANTONIO CASTRO SEPULVEDA,0,0
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,SILVIA CORONADO MANOSALVA,0,0
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,FLERIDA ESPINOZA RETAMAL,0,0
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ELENA DEL CARMEN GONZALEZ MEDEL,8,0.001381931
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,JUAN DE DIOS HORMAZABAL OLIVOS,23,0.003973052
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,GLORIA ORELLANA VALENZUELA,4,0.000690966
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,JAVIER ANTONIO CANCINO IBAÑEZ,9,0.001554673
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ELIAS DIAZ CAMPOS,4,0.000690966
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ROSAURO ANTONIO ELGUETA VALENZUELA,25,0.004318535
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,DENNYS VALDEBENITO ESPINOSA,26,0.004491277
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,AMADORA MONTECINO CONSTENLA,7,0.00120919
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,ALEJANDRO SANCHEZ FUENZALIDA,13,0.002245638
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,JUAN PABLO CANCINO BARRIOS,21,0.00362757
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,MARGARITA VENEGAS LARA,9,0.001554673
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,ALVARO GREZ MARTINEZ,2,0.000345483
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,CRISTIAN MUÑOZ HIDALGO,3,0.000518224
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,VICTOR MANUEL VASQUEZ PEREZ,7,0.00120919
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,RIGOBERTO ORELLANA VEGA,3,0.000518224
CHANCO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,Concertación3,,MIGUEL ANGEL SOTO LARA,1,0.000172741
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,ILDEFONSO ANTONIO MUÑOZ SEPULVEDA,2,0.000345483
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,MARCELA SOLEDAD IBAÑEZ IBAÑEZ,2,0.000345483
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,RICARDO CANALES AVILA,3,0.000518224
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,CARLOS ALARCON YAÑEZ,9,0.001554673
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,MONICA MUÑOZ GUAJARDO,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,MARGARITA ISABEL AQUEVEQUE GALLARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,WALTON NAZARIO CHAMORRO DIAZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,EUDALDO HERNAN GONZALEZ MANRIQUEZ,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,JOSE ESPINOSA CAMPOS,16,0.002763862
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LUIS ALBERTO URIBE MADARIAGA,7,0.00120919
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,DAVID SANCHEZ ARELLANO,12,0.002072897
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,Concertación1,,ELIZABET MEZA MONTECINOS,15,0.002591121
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,LEONOR CLARINA ESPINOSA CAMPOS,12,0.002072897
CHANCO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,Concertación1,1,CRISTIAN ORELLANA FUENTEALBA,7,0.00120919
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ABEL ANTONIO CASTRO SEPULVEDA,1,0.000172741
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,SILVIA CORONADO MANOSALVA,0,0
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,FLERIDA ESPINOZA RETAMAL,0,0
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,ELENA DEL CARMEN GONZALEZ MEDEL,4,0.000690966
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,JUAN DE DIOS HORMAZABAL OLIVOS,6,0.001036448
CHANCO,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,Concertación4,1,GLORIA ORELLANA VALENZUELA,1,0.000172741
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,JAVIER ANTONIO CANCINO IBAÑEZ,12,0.002072897
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ELIAS DIAZ CAMPOS,6,0.001036448
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,ROSAURO ANTONIO ELGUETA VALENZUELA,15,0.002591121
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,Derecha1,,DENNYS VALDEBENITO ESPINOSA,14,0.00241838
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,AMADORA MONTECINO CONSTENLA,10,0.001727414
CHANCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,Derecha1,,ALEJANDRO SANCHEZ FUENZALIDA,10,0.001727414
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,JUAN PABLO CANCINO BARRIOS,14,0.00241838
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,MARGARITA VENEGAS LARA,5,0.000863707
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,Derecha3,,ALVARO GREZ MARTINEZ,2,0.000345483
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,CRISTIAN MUÑOZ HIDALGO,3,0.000518224
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,VICTOR MANUEL VASQUEZ PEREZ,8,0.001381931
CHANCO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,Derecha3,,RIGOBERTO ORELLANA VEGA,3,0.000518224
CHANCO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,Concertación3,,MIGUEL ANGEL SOTO LARA,0,0
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,ILDEFONSO ANTONIO MUÑOZ SEPULVEDA,1,0.000172741
CHANCO,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,Concertación3,1,MARCELA SOLEDAD IBAÑEZ IBAÑEZ,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,RICARDO CANALES AVILA,3,0.000518224
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,CARLOS ALARCON YAÑEZ,3,0.000518224
CHANCO,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,Concertación2,1,MONICA MUÑOZ GUAJARDO,1,0.000172741
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,MARGARITA ISABEL AQUEVEQUE GALLARDO,0,0
CHANCO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,Concertación2,,WALTON NAZARIO CHAMORRO DIAZ,0,0
